error_type,message_text,true_label,fraud_category,triggered_rules
FALSE_NEGATIVE (missed a real scam),This is a confidential message about an inheritance from an inmate serving time at Kamiti who has no living relatives. Call 0701556644.,fraud,prisoner_inheritance_scam,
FALSE_NEGATIVE (missed a real scam),"Hello, I am the legal representative of a terminally ill inmate at Kamiti who wishes to leave his wealth to you. Call 0701998833.",fraud,prisoner_inheritance_scam,
FALSE_NEGATIVE (missed a real scam),"This is private, an inmate from Kamiti has named you in his will and wants to discuss the transfer process. Call 0745889933.",fraud,prisoner_inheritance_scam,
FALSE_NEGATIVE (missed a real scam),"This is the High Court Registry, you have failed to appear for your hearing and now owe a Ksh7,500 penalty. Pay to 0745889922.",fraud,fake_court_summons,
FALSE_NEGATIVE (missed a real scam),"This is the Court Clerk's Office, your case has a pending balance of Ksh5,700 that must be cleared by tomorrow. Pay to 0789112255.",fraud,fake_court_summons,
FALSE_NEGATIVE (missed a real scam),"buda kesi yako ya zamani ya familia imefunguliwa tena, lipa Ksh3,300 fine kwa namba 0745667799 leo bila kuchelewa",fraud,fake_court_summons,
FALSE_NEGATIVE (missed a real scam),"niaje msee, kuna kesi ya zamani iliyofunguliwa kwako, lipa Ksh4,400 ada kwa namba 0734221188 leo kabla kukamatwa",fraud,fake_court_summons,
FALSE_NEGATIVE (missed a real scam),"mse kuna kesi ya zamani ya kukosea kulipa kodi ya gari, lipa Ksh3,550 fine kwa namba 0789556633 leo bila kuchelewa",fraud,fake_court_summons,
FALSE_NEGATIVE (missed a real scam),"I have compromising photos of you from your hacked account. Send Ksh6,500 to 0745998822 or I will share them with your contacts.",fraud,blackmail_extortion,
FALSE_NEGATIVE (missed a real scam),"Habari, nimepata picha zako kutoka kwenye akaunti yako ya WhatsApp iliyohackiwa. Tuma Ksh3,800 kwa namba 0789556699 au nitazitumia mtandaoni.",fraud,blackmail_extortion,
FALSE_NEGATIVE (missed a real scam),"Habari, nina ushahidi wa mambo uliyofanya wiki iliyopita. Tuma Ksh4,500 kwa namba 0789221144 leo ama nitamwambia mke wako.",fraud,blackmail_extortion,
FALSE_NEGATIVE (missed a real scam),"I have your private chats with someone outside your marriage. Send Ksh7,500 to 0734556688 today or your spouse will receive them.",fraud,blackmail_extortion,
FALSE_NEGATIVE (missed a real scam),"Habari, nina ushahidi wa shughuli zako za biashara isiyo halali. Tuma Ksh6,300 kwa namba 0745667711 ama nitaripoti polisi.",fraud,blackmail_extortion,
FALSE_NEGATIVE (missed a real scam),"I accessed your bank statements through a leaked database. Pay Ksh5,800 to 0789112255 or I will expose your financial details.",fraud,blackmail_extortion,
FALSE_NEGATIVE (missed a real scam),"I found compromising material on your social media before you deleted it. Send Ksh6,700 to 0745221199 or it gets shared publicly.",fraud,blackmail_extortion,
FALSE_NEGATIVE (missed a real scam),"I intercepted your private email correspondence. Pay Ksh5,950 to 0789556677 now or I will forward it to your business partners.",fraud,blackmail_extortion,
FALSE_NEGATIVE (missed a real scam),"Habari, nina ushahidi wa deni la siri ulilokopa bila kumtaarifu mke wako. Tuma Ksh3,700 kwa namba 0745889911 leo.",fraud,blackmail_extortion,
FALSE_NEGATIVE (missed a real scam),"I have screenshots of your dating app conversations. Send Ksh6,150 to 0712998855 or your family will receive copies tomorrow.",fraud,blackmail_extortion,
FALSE_NEGATIVE (missed a real scam),"Habari, nina taarifa za siri kutoka kwa rafiki yako wa zamani aliyenipa. Tuma Ksh5,300 kwa namba 0701887766 leo kuepuka aibu.",fraud,blackmail_extortion,
FALSE_NEGATIVE (missed a real scam),"mse nina chat za siri kutoka phone yako iliyohackiwa, tuma Ksh3,850 kwa namba 0712445566 leo ama nitazitangaza kwa wote",fraud,blackmail_extortion,
FALSE_NEGATIVE (missed a real scam),"I have your private financial records from a data breach. Send Ksh6,950 to 0701556644 or your business associates get them.",fraud,blackmail_extortion,
FALSE_NEGATIVE (missed a real scam),"buda kuna kosa la siri ulilofanya nalo nina ushahidi, tuma Ksh5,050 kwa namba 0745667799 leo ama nitalitangaza kwa wote",fraud,blackmail_extortion,
FALSE_NEGATIVE (missed a real scam),"I have copies of personal messages exchanged with a colleague that could ruin your reputation. Pay Ksh7,300 to 0701998833.",fraud,blackmail_extortion,
FALSE_NEGATIVE (missed a real scam),"niaje msee, nina ushahidi wa siri kuhusu maisha yako ya zamani, tuma Ksh3,950 kwa namba 0734221188 leo ama nitazitangaza",fraud,blackmail_extortion,
FALSE_NEGATIVE (missed a real scam),"I have your private location history that proves where you've been secretly. Send Ksh5,650 to 0712556677 or it gets exposed.",fraud,blackmail_extortion,
FALSE_NEGATIVE (missed a real scam),"I recorded a private call between you and your business partner. Send Ksh6,250 to 0734667733 or it gets shared with competitors.",fraud,blackmail_extortion,
FALSE_NEGATIVE (missed a real scam),"I have your private browsing history from a compromised network. Pay Ksh4,950 to 0701998811 or it gets sent to your employer.",fraud,blackmail_extortion,
FALSE_NEGATIVE (missed a real scam),Umetuma pesa kwa namba isiyo sahihi. Piga 0745112233 sasa ili turekebishe kabla mfumo ufunge muamala.,fraud,fake_reversal,
FALSE_NEGATIVE (missed a real scam),"Habari, umetuma Ksh1,800 kwa namba mbaya jana. Tuma jibu 'OK' kwa 0789556677 ili tuanze mchakato wa kurudisha pesa.",fraud,fake_reversal,
FALSE_NEGATIVE (missed a real scam),"M-PESA Alert: A wrong transaction of Ksh4,500 was detected on your line. Reply with your PIN to 0701223344 to authorize automatic reversal.",fraud,fake_reversal,
FALSE_NEGATIVE (missed a real scam),"Naomba turekebishe, ulituma Ksh2,000 kwa namba ya zamani. Piga simu 0733998811 mara moja kabla system iclose.",fraud,fake_reversal,
FALSE_NEGATIVE (missed a real scam),"buda umetuma chapaa kwa number mbaya, piga hii line 0712445566 tukurekebishie kabla system ifunge",fraud,fake_reversal,
FALSE_NEGATIVE (missed a real scam),"Your last transaction of Ksh3,900 went to an unintended number due to network error. Call this line 0700112255 now for manual reversal.",fraud,fake_reversal,
FALSE_NEGATIVE (missed a real scam),"mse umetuma pesa kwa msee mbaya, piga 0789221199 wakurudishie kabla account yako ifrozen",fraud,fake_reversal,
FALSE_NEGATIVE (missed a real scam),"sasa buda transaction yako ilienda number mbaya, call 0745778822 warudishe doh yako kabla iende mahali pengine",fraud,fake_reversal,
FALSE_NEGATIVE (missed a real scam),"Habari mteja, M-Pesa system imegundua muamala potovu wa Ksh8,000. Tuma maelezo yako kwa 0712334477 kuanzisha urejeshaji.",fraud,fake_reversal,
FALSE_NEGATIVE (missed a real scam),"buana transaction yako ya Ksh2,900 ilikosea number, piga 0712998866 kabla system ifunge na upoteze doh",fraud,fake_reversal,
FALSE_NEGATIVE (missed a real scam),"mreal umetuma kaproperty kwa number mbaya jana usiku, piga hii 0734221199 wakusort kabla cash ipotee kabisa",fraud,fake_reversal,
FALSE_NEGATIVE (missed a real scam),Reversal pending: Ksh990 sent in error to another customer. Send confirmation code received via SMS to 0789998822 to release your refund.,fraud,fake_reversal,
FALSE_NEGATIVE (missed a real scam),"bro umetuma chapaa number mbaya tena, call 0745667711 ndio wakusaidie kabla doh ipotee kwa mtu mwingine",fraud,fake_reversal,
FALSE_NEGATIVE (missed a real scam),"Alert: A duplicate transaction of Ksh2,200 was sent from your line in error. Reply YES and your PIN to 0701332244 to cancel and refund.",fraud,fake_reversal,
FALSE_NEGATIVE (missed a real scam),"Niaje, transaction yako ilikosea kwa number mbaya jana, piga hii namba 0734998877 wakurudishie hiyo Ksh3,600 mapema.",fraud,fake_reversal,
FALSE_NEGATIVE (missed a real scam),"Your money transfer of Ksh1,750 was misrouted due to a system glitch. Call this support line 0701776655 to claim your reversal today.",fraud,fake_reversal,
FALSE_NEGATIVE (missed a real scam),"buda system imeshow umetuma kwa number ingine, piga 0712445588 wakusort hiyo reversal kabla iende mtu mwingine kabisa",fraud,fake_reversal,
FALSE_NEGATIVE (missed a real scam),"Habari mteja, ulituma Ksh4,950 kwa namba isiyo yako tarehe jana. Tuma kodi ya uthibitisho kwa 0789667744 kupata pesa yako tena.",fraud,fake_reversal,
FALSE_NEGATIVE (missed a real scam),"Reversal request failed. A wrong payment of Ksh3,100 needs your PIN sent to 0701998811 to be processed manually by our agent.",fraud,fake_reversal,
FALSE_NEGATIVE (missed a real scam),"mzee transaction yako ilikosea kwa namba, piga 0745889922 mapema kabla doh ipotelee kabisa mahali pengine",fraud,fake_reversal,
FALSE_NEGATIVE (missed a real scam),"poa sana lakini umetuma kashilingi kwa number mbaya, hii namba 0734556622 ndio itakurudishia kabla iende mbali",fraud,fake_reversal,
FALSE_NEGATIVE (missed a real scam),"M-Shwari Alert: Muamala wako wa Ksh8,900 haukufika mahali pa malengo. Tuma maelezo binafsi kwa 0745778833 kukamilisha urejeshaji.",fraud,fake_reversal,
FALSE_NEGATIVE (missed a real scam),"bro hiyo doh yako ilienda kwa namba mbaya jana usiku, piga 0712998844 sasa kabla account ifrozen kabisa",fraud,fake_reversal,
FALSE_NEGATIVE (missed a real scam),"Habari, system imeona muamala wa Ksh4,100 ulitumwa kwa namba isiyo sahihi. Piga 0789556688 kuongea na agent wa M-Pesa kuhusu refund.",fraud,fake_reversal,
FALSE_NEGATIVE (missed a real scam),"Your payment of Ksh2,750 bounced to the wrong line due to a routing error. Reply with your PIN code to 0701887722 to get it back today.",fraud,fake_reversal,
FALSE_NEGATIVE (missed a real scam),"Reversal incomplete: We need your confirmation PIN sent to 0701556699 to finalize the return of your Ksh6,200 misdirected payment.",fraud,fake_reversal,
FALSE_NEGATIVE (missed a real scam),"Habari, kuna muamala potovu wa Ksh5,600 kwenye akaunti yako. Tuma jina kamili na namba ya kitambulisho kwa 0745998811 kuthibitisha umiliki kabla turudishe.",fraud,fake_reversal,
FALSE_NEGATIVE (missed a real scam),"bro hiyo pesa yako ilikosea number, piga hii 0712445599 ndio wakurekebishie kabla iende kwa mtu mwingine kabisa",fraud,fake_reversal,
FALSE_NEGATIVE (missed a real scam),"International staffing agency: Carpenter jobs open in UAE paying $800 monthly. Send Ksh5,100 fee to 0789221166 to secure your slot.",fraud,job_recruitment_scam,
FALSE_NEGATIVE (missed a real scam),"Earn Ksh48,000 weekly typing simple documents from home. Send Ksh1,300 equipment fee to 0701223399 to receive your starter kit.",fraud,fake_online_data_entry_job,
FALSE_NEGATIVE (missed a real scam),"Work from your phone and earn Ksh32,000 weekly entering customer feedback. Send Ksh750 setup fee to 0745667711 to begin today.",fraud,fake_online_data_entry_job,
FALSE_NEGATIVE (missed a real scam),"Earn Ksh36,000 weekly verifying online listings from home. Send Ksh880 onboarding fee to 0701998822 to receive your assignment.",fraud,fake_online_data_entry_job,
FALSE_NEGATIVE (missed a real scam),"You can earn Ksh52,000 weekly entering medical billing codes remotely. Send Ksh1,350 software fee to 0712667744 to get access.",fraud,fake_online_data_entry_job,
FALSE_NEGATIVE (missed a real scam),"Remote opportunity: Earn Ksh47,000 weekly inputting spreadsheet data. Send Ksh1,200 starter package fee to 0745889911 today.",fraud,fake_online_data_entry_job,
FALSE_NEGATIVE (missed a real scam),"Work-from-home job: Update online customer records and earn Ksh37,500 weekly. Send Ksh920 onboarding fee to 0789221166 now.",fraud,fake_online_data_entry_job,
FALSE_NEGATIVE (missed a real scam),"Earn Ksh51,000 weekly entering insurance claims data from home. Send Ksh1,320 software license fee to 0712889944 to begin.",fraud,fake_online_data_entry_job,
FALSE_NEGATIVE (missed a real scam),"Online vacancy: Social media content scheduling paying Ksh39,500 weekly. Send Ksh950 starter fee to 0745998822 to get started.",fraud,fake_online_data_entry_job,
FALSE_NEGATIVE (missed a real scam),"Earn Ksh53,500 weekly entering vendor payment records remotely. Send Ksh1,380 software fee to 0712334466 to gain access now.",fraud,fake_online_data_entry_job,
